problem_id,variant,classical_objective,quantum_objective,final_objective,exact_objective,selected_load_ids,n_selected,total_demand_kg,capacity_utilization,feasible,improvement,classical_ms,qubo_build_ms,quantum_ms,decode_ms,total_ms,n_qubo_vars,coupling_density,seed,q_quantum_invoked,q_quantum_contribution_used,q_quantum_artifact_source,q_quantum_artifact_ids,q_quantum_contribution_score,q_classical_incumbent_objective,q_quantum_candidate_objective,q_final_route_source,q_rejection_reason,q_n_qubits,q_circuit_depth,q_shots,q_feasible_sampling_rate,q_coupling_density,q_skip_reason,experiment,category,algorithm,n_options
CIRC_003_MND_9AC86A6D5AEC,HYBRID-3-WARM,-2475.652677940475,-2155.5647631932047,-2475.652677940475,-2475.652677940475,REQ_EE447F625BA1,1,9020.0,0.8298044591848354,True,0.0,0.02099999983329326,0.36750000435858965,3130.8736999926623,0.017699989257380366,3131.696299999021,12,1.0,42,True,False,quantum_simulator,,0.0,-2475.652677940475,-2155.5647631932047,classical_incumbent,not_better_than_incumbent,12,132.0,1024.0,0.1181640625,1.0,,quav_hybrid_v1,circular_return,HYBRID-3-WARM,6
CIRC_003_MND_9AC86A6D5AEC,QUBO_CLASSICAL,-2475.652677940475,-2475.652677940475,-2475.652677940475,-2475.652677940475,REQ_EE447F625BA1,1,9020.0,0.8298044591848354,True,0.0,0.027999994927085936,0.39739999920129776,74.39270000031684,0.01440000778529793,75.22420000168495,12,1.0,42,True,False,classical_qubo,,0.0,-2475.652677940475,-2475.652677940475,classical_incumbent,not_better_than_incumbent,12,,,,1.0,,quav_hybrid_v1,circular_return,QUBO_CLASSICAL,6
CIRC_004_MND_AE02C36E7ACD,HYBRID-3,-2464.310561554518,-2719.7323774490915,-2719.7323774490915,-2719.7323774490915,REQ_0C3AC2C4ACDB,1,10940.0,0.9126233709550767,True,255.42181589457368,0.013800003216601908,0.16510000568814576,3093.943300002138,0.015400000847876072,3094.2826000100467,12,1.0,42,True,True,quantum_simulator,,255.42181589457368,-2464.310561554518,-2719.7323774490915,circular_hybrid,,12,132.0,1024.0,0.1171875,1.0,,quav_hybrid_v1,circular_return,HYBRID-3,6
CIRC_004_MND_AE02C36E7ACD,HYBRID-3-WARM,-2464.310561554518,-2464.310561554518,-2464.310561554518,-2719.7323774490915,REQ_AA3977B86084,1,9040.0,0.7541238823979793,True,0.0,0.025600005756132305,0.4138999938732013,3054.3782000022475,0.013700002455152571,3055.210199992871,12,1.0,42,True,False,quantum_simulator,,0.0,-2464.310561554518,-2464.310561554518,classical_incumbent,not_better_than_incumbent,12,132.0,1024.0,0.0986328125,1.0,,quav_hybrid_v1,circular_return,HYBRID-3-WARM,6
CIRC_004_MND_AE02C36E7ACD,QUBO_CLASSICAL,-2464.310561554518,-2719.7323774490915,-2719.7323774490915,-2719.7323774490915,REQ_0C3AC2C4ACDB,1,10940.0,0.9126233709550767,True,255.42181589457368,0.02479999966453761,0.3932999970857054,59.36620000284165,0.016699996194802225,60.17340000835247,12,1.0,42,True,True,classical_qubo,,255.42181589457368,-2464.310561554518,-2719.7323774490915,circular_hybrid,,12,,,,1.0,,quav_hybrid_v1,circular_return,QUBO_CLASSICAL,6
CIRC_005_MND_9E255CEE332B,HYBRID-3,-3894.97600262698,-3894.97600262698,-3894.97600262698,-3894.97600262698,REQ_D5817FEB36F4,1,13320.0,0.9048369601756191,True,0.0,0.014700010069645941,0.16789999790489674,3280.982199998107,0.016999998479150236,3281.3380000006873,12,1.0,42,True,False,quantum_simulator,,0.0,-3894.97600262698,-3894.97600262698,classical_incumbent,not_better_than_incumbent,12,132.0,1024.0,0.1337890625,1.0,,quav_hybrid_v1,circular_return,HYBRID-3,6
CIRC_005_MND_9E255CEE332B,HYBRID-3-WARM,-3894.97600262698,-3894.97600262698,-3894.97600262698,-3894.97600262698,REQ_D5817FEB36F4,1,13320.0,0.9048369601756191,True,0.0,0.027599991881288588,0.3966000076616183,2909.727999998722,0.014399993233382702,2910.560099990107,12,1.0,42,True,False,quantum_simulator,,0.0,-3894.97600262698,-3894.97600262698,classical_incumbent,not_better_than_incumbent,12,132.0,1024.0,0.1416015625,1.0,,quav_hybrid_v1,circular_return,HYBRID-3-WARM,6
CIRC_005_MND_9E255CEE332B,QUBO_CLASSICAL,-3894.97600262698,-3894.97600262698,-3894.97600262698,-3894.97600262698,REQ_D5817FEB36F4,1,13320.0,0.9048369601756191,True,0.0,0.026399997295811772,0.40860001172404736,67.85139998828527,0.015199999324977398,68.67639999836683,12,1.0,42,True,False,classical_qubo,,0.0,-3894.97600262698,-3894.97600262698,classical_incumbent,not_better_than_incumbent,12,,,,1.0,,quav_hybrid_v1,circular_return,QUBO_CLASSICAL,6
CIRC_006_MND_F02880680127,HYBRID-3,-808.8370129050921,-808.8370129050921,-808.8370129050921,-808.8370129050921,REQ_859E5B4399B4,1,3660.0,0.741327213572553,True,0.0,0.017000013031065464,0.16170000890269876,3100.434199994197,0.017099999240599573,3100.8052000106545,12,1.0,42,True,False,quantum_simulator,,0.0,-808.8370129050921,-808.8370129050921,classical_incumbent,not_better_than_incumbent,12,132.0,1024.0,0.341796875,1.0,,quav_hybrid_v1,circular_return,HYBRID-3,6
CIRC_006_MND_F02880680127,HYBRID-3-WARM,-808.8370129050921,-808.8370129050921,-808.8370129050921,-808.8370129050921,REQ_859E5B4399B4,1,3660.0,0.741327213572553,True,0.0,0.034199998481199145,0.4293999954825267,3244.420299990452,0.014999997802078724,3245.3622999892104,12,1.0,42,True,False,quantum_simulator,,0.0,-808.8370129050921,-808.8370129050921,classical_incumbent,not_better_than_incumbent,12,132.0,1024.0,0.33984375,1.0,,quav_hybrid_v1,circular_return,HYBRID-3-WARM,6
CIRC_006_MND_F02880680127,QUBO_CLASSICAL,-808.8370129050921,,-808.8370129050921,-808.8370129050921,REQ_859E5B4399B4,1,3660.0,0.741327213572553,True,0.0,0.03229999856557697,0.40049999370239675,61.61449999490287,0.06740000389982015,62.576099997386336,12,1.0,42,True,False,classical_qubo,,0.0,-808.8370129050921,,classical_incumbent,capacity_violated:over_capacity:4960kg>4937kg,12,,,,1.0,,quav_hybrid_v1,circular_return,QUBO_CLASSICAL,6
CIRC_007_MND_DEA1CD5F415B,HYBRID-3,-3090.883155996481,-3090.883155996481,-3090.883155996481,-3090.883155996481,REQ_0C3AC2C4ACDB,1,10940.0,0.9104436942885957,True,0.0,0.03659998765215278,0.43229998846072704,3842.6045999949565,0.01410000550094992,3843.5166999988724,12,1.0,42,True,False,quantum_simulator,,0.0,-3090.883155996481,-3090.883155996481,classical_incumbent,not_better_than_incumbent,12,132.0,1024.0,0.1181640625,1.0,,quav_hybrid_v1,circular_return,HYBRID-3,6
CIRC_007_MND_DEA1CD5F415B,HYBRID-3-WARM,-3090.883155996481,-2419.9812179585256,-3090.883155996481,-3090.883155996481,REQ_0C3AC2C4ACDB,1,10940.0,0.9104436942885957,True,0.0,0.02570000651758164,0.40689999877940863,3447.9890999937197,0.012599994079209864,3448.8037999981316,12,1.0,42,True,False,quantum_simulator,,0.0,-3090.883155996481,-2419.9812179585256,classical_incumbent,not_better_than_incumbent,12,132.0,1024.0,0.111328125,1.0,,quav_hybrid_v1,circular_return,HYBRID-3-WARM,6
