experiment,category,instance_id,algorithm,objective,feasible,distance_km,time_min,toll_inr,fuel_inr,empty_km,circular_score,classical_objective,improvement,total_ms,classical_ms,cost_snapshot_id,seed,q_quantum_invoked,q_quantum_contribution_used,q_final_route_source,variant,violations,tour,corridor_ms,qubo_build_ms,quantum_ms,decode_ms,postprocess_ms,n_qubo_vars,q_quantum_artifact_source,q_quantum_artifact_ids,q_quantum_contribution_score,q_classical_incumbent_objective,q_quantum_candidate_objective,q_rejection_reason,q_n_qubits,q_circuit_depth,q_shots,q_feasible_sampling_rate,q_coupling_density,q_skip_reason
quav_hybrid_v1,multi_stop,INS_B4661A7B9AF5,BEST_CLASSICAL,2309.0958346153843,False,1277.855,1667.03,1196.75,23512.52,231.077,0.0,2309.0958346153843,0.0,1.3522000081138685,1.196099998196587,CST_48011250D4FB,42,False,False,classical_incumbent,,,,,,,,,,,,,,,,,,,,,
quav_hybrid_v1,multi_stop,INS_B4661A7B9AF5,HYBRID-1,2309.0958346153843,False,1277.855,1667.03,1196.75,23512.52,231.077,0.0,2309.0958346153843,0.0,2.7609999960986897,1.1412000021664426,CST_48011250D4FB,42,False,False,classical_incumbent,HYBRID-1,route_0_over_capacity;route_0_node_2_late;route_0_node_5_late;route_0_node_7_late;route_0_node_11_late;route_0_node_12_late;route_0_node_8_late;route_0_node_10_late;route_0_node_3_late;route_0_node_1_late,"0,4,9,6,2,5,7,11,12,8,10,3,1",1.4430000010179356,0.0,0.0,0.0,0.0,,none,,0.0,2309.0958346153843,,,,,,,,"classical choice is confident (closest alternative is 8.6% worse, threshold 5%)"
quav_hybrid_v1,multi_stop,INS_B4661A7B9AF5,HYBRID-2,2309.0958346153843,False,1277.855,1667.03,1196.75,23512.52,231.077,0.0,2309.0958346153843,0.0,2.7769000007538125,1.166599991847761,CST_48011250D4FB,42,False,False,classical_incumbent,HYBRID-2,route_0_over_capacity;route_0_node_2_late;route_0_node_5_late;route_0_node_7_late;route_0_node_11_late;route_0_node_12_late;route_0_node_8_late;route_0_node_10_late;route_0_node_3_late;route_0_node_1_late,"0,4,9,6,2,5,7,11,12,8,10,3,1",1.371799997286871,0.0,0.0,0.0,0.0,,none,,0.0,2309.0958346153843,,,,,,,,"classical choice is confident (closest alternative is 8.6% worse, threshold 5%)"
quav_hybrid_v1,multi_stop,INS_5659AC9F3665,BEST_CLASSICAL,2094.964907142857,False,1166.535,1522.07,1040.64,21464.25,196.301,0.0,2094.964907142857,0.0,1.7131000058725476,1.436699996702373,CST_48011250D4FB,42,False,False,classical_incumbent,,,,,,,,,,,,,,,,,,,,,
quav_hybrid_v1,multi_stop,INS_5659AC9F3665,HYBRID-1,2094.964907142857,False,1166.535,1522.07,1040.64,21464.25,196.301,0.0,2094.964907142857,0.0,2672.694299995783,1.4057999942451715,CST_48011250D4FB,42,True,False,classical_incumbent,HYBRID-1,route_0_over_capacity,"0,13,7,10,6,1,4,12,8,5,9,11,3,2",4.195500005153008,0.1640999980736524,2664.9586999992607,0.026300011086277664,1.671100006205961,16.0,quantum_simulator,,0.0,2094.964907142857,1901.285042857143,candidate_infeasible_after_refinement,16.0,72.0,1024.0,0.0009765625,0.275,
quav_hybrid_v1,multi_stop,INS_5659AC9F3665,HYBRID-2,2094.964907142857,False,1166.535,1522.07,1040.64,21464.25,196.301,0.0,2094.964907142857,0.0,2521.0456999921007,1.1226999922655523,CST_48011250D4FB,42,True,False,classical_incumbent,HYBRID-2,route_0_over_capacity,"0,13,7,10,6,1,4,12,8,5,9,11,3,2",3.615399997215718,0.1390999968862161,2515.967899991665,0.0008999923011288047,0.0,16.0,quantum_simulator,,0.0,2094.964907142857,,no_feasible_quantum_sample,16.0,72.0,1024.0,0.0,0.275,
quav_hybrid_v1,circular_vrp,INS_ED35C6724C6E,BEST_CLASSICAL,1367.8986454545452,False,686.96,896.42,647.2,12640.06,270.818,0.0,1367.8986454545452,0.0,0.7012999994913116,0.5432000034488738,CST_48011250D4FB,42,False,False,classical_incumbent,,,,,,,,,,,,,,,,,,,,,
quav_hybrid_v1,circular_vrp,INS_ED35C6724C6E,HYBRID-1,1367.8986454545452,False,686.96,896.42,647.2,12640.06,270.818,0.0,1367.8986454545452,0.0,7.038000010652468,0.49840001156553626,CST_48011250D4FB,42,False,False,classical_incumbent,HYBRID-1,route_0_over_capacity;route_0_node_7_late;route_0_node_1_late;route_0_node_4_late;route_0_node_9_late;route_0_node_5_late;route_0_node_2_late,"0,6,7,8,1,4,3,9,10,5,2",6.397800010745414,0.0,0.0,0.0,0.0,,none,,0.0,1367.8986454545452,,,,,,,,"classical choice is confident (closest alternative is 6.3% worse, threshold 5%)"
quav_hybrid_v1,circular_vrp,INS_ED35C6724C6E,HYBRID-2,1367.8986454545452,False,686.96,896.42,647.2,12640.06,270.818,0.0,1367.8986454545452,0.0,5.650999999488704,0.47369999811053276,CST_48011250D4FB,42,False,False,classical_incumbent,HYBRID-2,route_0_over_capacity;route_0_node_7_late;route_0_node_1_late;route_0_node_4_late;route_0_node_9_late;route_0_node_5_late;route_0_node_2_late,"0,6,7,8,1,4,3,9,10,5,2",5.033399997046217,0.0,0.0,0.0,0.0,,none,,0.0,1367.8986454545452,,,,,,,,"classical choice is confident (closest alternative is 6.3% worse, threshold 5%)"
quav_hybrid_v1,circular_vrp,INS_73C4CC2A8E92,BEST_CLASSICAL,1879.5700499999998,False,1124.884,1467.26,1158.82,20697.87,23.163,0.0,1879.5700499999998,0.0,0.8383999957004562,0.6800000119255856,CST_48011250D4FB,42,False,False,classical_incumbent,,,,,,,,,,,,,,,,,,,,,
quav_hybrid_v1,circular_vrp,INS_73C4CC2A8E92,HYBRID-1,1879.5700499999998,False,1124.884,1467.26,1158.82,20697.87,23.163,0.0,1879.5700499999998,0.0,1827.9869000107283,0.6721000099787489,CST_48011250D4FB,42,True,False,classical_incumbent,HYBRID-1,route_0_over_capacity;route_0_node_3_late;route_0_node_7_late;route_0_node_6_late;route_0_node_9_late;route_0_node_4_late;route_0_node_1_late,"0,2,5,10,3,8,7,6,9,4,1",4.97890000406187,0.12460000289138407,1821.0531999939121,0.05490001058205962,0.8604000031482428,12.0,quantum_simulator,,0.0,1879.5700499999998,1879.5700499999998,candidate_infeasible_after_refinement,12.0,78.0,1024.0,0.005859375,0.4393939393939394,
quav_hybrid_v1,circular_vrp,INS_73C4CC2A8E92,HYBRID-2,1879.5700499999998,False,1124.884,1467.26,1158.82,20697.87,23.163,0.0,1879.5700499999998,0.0,1938.7010999926133,2.056600002106279,CST_48011250D4FB,42,True,False,classical_incumbent,HYBRID-2,route_0_over_capacity;route_0_node_3_late;route_0_node_7_late;route_0_node_6_late;route_0_node_9_late;route_0_node_4_late;route_0_node_1_late,"0,2,5,10,3,8,7,6,9,4,1",14.951499993912876,0.33819999953266233,1919.942099993932,0.041799998143687844,0.8918999956222251,12.0,quantum_simulator,,0.0,1879.5700499999998,1879.5700499999998,candidate_infeasible_after_refinement,12.0,78.0,1024.0,0.009765625,0.4393939393939394,
quav_hybrid_v1,circular_vrp,INS_73FAFE36B9B7,BEST_CLASSICAL,3040.3550499999997,False,1827.47,2383.71,2199.47,33625.45,18.299,0.0,3040.3550499999997,0.0,0.658099990687333,0.5225000058999285,CST_48011250D4FB,42,False,False,classical_incumbent,,,,,,,,,,,,,,,,,,,,,
quav_hybrid_v1,circular_vrp,INS_73FAFE36B9B7,HYBRID-1,3040.3550499999997,False,1827.47,2383.71,2199.47,33625.45,18.299,0.0,3040.3550499999997,0.0,3.453500001342036,0.6667999987257645,CST_48011250D4FB,42,False,False,classical_incumbent,HYBRID-1,route_0_over_capacity;route_0_node_3_late;route_0_node_5_late;route_0_node_6_late,"0,2,7,9,8,4,3,1,5,6",2.6587999891489744,0.0,0.0,0.0,0.0,,none,,0.0,3040.3550499999997,,,,,,,,"classical choice is confident (closest alternative is 5.2% worse, threshold 5%)"
quav_hybrid_v1,circular_vrp,INS_73FAFE36B9B7,HYBRID-2,3040.3550499999997,False,1827.47,2383.71,2199.47,33625.45,18.299,0.0,3040.3550499999997,0.0,3.5725000052480027,0.41900000360328704,CST_48011250D4FB,42,False,False,classical_incumbent,HYBRID-2,route_0_over_capacity;route_0_node_3_late;route_0_node_5_late;route_0_node_6_late,"0,2,7,9,8,4,3,1,5,6",3.045899997232482,0.0,0.0,0.0,0.0,,none,,0.0,3040.3550499999997,,,,,,,,"classical choice is confident (closest alternative is 5.2% worse, threshold 5%)"
quav_hybrid_v1,circular_vrp,INS_A2973E77E071,BEST_CLASSICAL,686.1913166666667,False,400.927,524.11,318.54,7377.08,24.467,0.0,686.1913166666667,0.0,0.38440000207629055,0.26640000578481704,CST_48011250D4FB,42,False,False,classical_incumbent,,,,,,,,,,,,,,,,,,,,,
quav_hybrid_v1,circular_vrp,INS_A2973E77E071,HYBRID-1,686.1913166666667,False,400.927,524.11,318.54,7377.08,24.467,0.0,686.1913166666667,0.0,2249.6581000013975,0.22929999977350235,CST_48011250D4FB,42,True,False,classical_incumbent,HYBRID-1,route_0_over_capacity;route_0_node_1_late;route_0_node_4_late,"0,5,7,8,3,1,2,4,6",0.6838000117568299,0.11229999654460698,2247.8045000025304,0.048999994760379195,0.6094999989727512,12.0,quantum_simulator,,0.0,686.1913166666667,686.1913166666667,candidate_infeasible_after_refinement,12.0,102.0,1024.0,0.0009765625,0.4696969696969697,
